id,type,chinese,romaji,classification,audioid,english
19727,近反義詞不單列詞目者,空心,,,,hollow
19728,近反義詞不單列詞目者,赤尾鮐,,,,red-tailed ray
19729,近反義詞不單列詞目者,無聊無賴,bô-liâu-bô-lē,,,boring scoundrel
19730,近反義詞不單列詞目者,照品照行,,,,Follow the instructions
19731,近反義詞不單列詞目者,纏跤纏手,tînn-kha-tînn-tshiú,,,Wrestling and wrestling
19732,近反義詞不單列詞目者,搭椅搭桌,tah-í-tah-toh,,,Set up chairs and tables
19733,近反義詞不單列詞目者,摔椅摔桌,,,,Throwing chairs and tables
19734,近反義詞不單列詞目者,鞋仔,,,,Shoe boy
19735,近反義詞不單列詞目者,排仔骨,,,,Spare ribs
19736,近反義詞不單列詞目者,磕未著,kha̍p-buē-tio̍h/kha̍p-bē-tio̍h,,,Not yet touched
19737,近反義詞不單列詞目者,懶屍骨,,,,lazy corpse
19738,近反義詞不單列詞目者,倒轉來,tò-tńg--lâi,,,Reverse
19739,近反義詞不單列詞目者,喙瀾水,tshuì-nuā-tsuí,,,beaklanshui
19740,近反義詞不單列詞目者,胛心,,,,Xin
19741,近反義詞不單列詞目者,出箠,tshut-tshuê/tshut-tshê,,,Out of trouble
19743,近反義詞不單列詞目者,粉腸,hún-tn̂g,,,Rice roll
19744,近反義詞不單列詞目者,魚鰡,hî-liu/hû-liu,,,fish radon
19745,近反義詞不單列詞目者,月大,,,,month old
19746,近反義詞不單列詞目者,月小,,,,Yue Xiao
19747,近反義詞不單列詞目者,蛤仔泅,kap-á-siû,,,Clam Swim
19748,近反義詞不單列詞目者,碣仔,khiat-á/khat-á,,,Jiezai
19750,近反義詞不單列詞目者,一戶,,,,One household
19751,近反義詞不單列詞目者,大段,tāi-tuān,,,large section
19753,近反義詞不單列詞目者,山空仔,,,,Shankongzi
19754,近反義詞不單列詞目者,蒜茸枝,,,,minced garlic branches
19755,近反義詞不單列詞目者,索仔股,,,,cable stock
19756,近反義詞不單列詞目者,索仔條,,,,cable tie
19757,近反義詞不單列詞目者,半上路下,puànn-tsiūnn-lōo-ē,,,Halfway up and down the road
19758,近反義詞不單列詞目者,半中途,puànn-tiong-tôo,,,Halfway
19759,近反義詞不單列詞目者,本居,pún-ki/pún-ku,,,Hometown
19760,近反義詞不單列詞目者,本籍,pún-tsi̍k,,,Origin
19761,近反義詞不單列詞目者,伨重,,,,Yingzhong
19762,近反義詞不單列詞目者,考試紙,,,,exam paper
19763,近反義詞不單列詞目者,含血噴天,kâm-hueh-phùn-thinn,,,Bloody sky
19764,近反義詞不單列詞目者,十扳仔,,,,Ten Wansai
19765,近反義詞不單列詞目者,死扳仔,,,,Damn it
19766,近反義詞不單列詞目者,活扳仔,,,,Live wrench
19767,近反義詞不單列詞目者,沙耙仔,,,,sand rake
19768,近反義詞不單列詞目者,夾鼎,kiap-tiánn,,,jiading
19769,近反義詞不單列詞目者,夾鍋,kiap-ue,,,Clamp pot
19770,近反義詞不單列詞目者,逐項代誌,,,,item by item chronicle
19771,近反義詞不單列詞目者,擦仔,tshat-á,,,Cha Zai
19772,近反義詞不單列詞目者,石拭仔,tsio̍h-tshit-á,,,stone swab boy
19773,近反義詞不單列詞目者,消防車,,,,fire truck
19774,近反義詞不單列詞目者,消防組車,,,,Firefighting vehicle
19775,近反義詞不單列詞目者,明呼明唱,bîng-hoo bîng-tshiàng,,,Minghu Mingsing
19776,近反義詞不單列詞目者,雨捽仔,hōo-sut-á,,,Yu Li Zai
19777,近反義詞不單列詞目者,雨抿仔,,,,Yu Pizai
19780,近反義詞不單列詞目者,禮拜六,,,,Saturday
19781,近反義詞不單列詞目者,擲掉,,,,throw away
19782,近反義詞不單列詞目者,輕本,,,,light book
19783,近反義詞不單列詞目者,一個外月,,,,a month away
19784,近反義詞不單列詞目者,一月外日,,,,outside january
19785,近反義詞不單列詞目者,捎無頭摠,,,,Bring a headless bag with you
19786,近反義詞不單列詞目者,捎無摠頭,,,,No beheading
19787,近反義詞不單列詞目者,香奠,,,,Xiangdian
19788,近反義詞不單列詞目者,會赴,ē-hù,,,Will go
19790,近反義詞不單列詞目者,落帆,,,,Falling sail
19791,近反義詞不單列詞目者,高長四壯,ko-tshiâng  sì-tsàng,,,"Tall, long and four strong"
19792,近反義詞不單列詞目者,穿榫,tshīng-sún,,,tenon
19793,近反義詞不單列詞目者,彈繩,,,,elastic rope
19794,近反義詞不單列詞目者,接尪,tsih-ang,,,Receive a wife
19795,近反義詞不單列詞目者,送尪,,,,Send money
19796,近反義詞不單列詞目者,穩仔冬,ún-á-tang,,,Wenzidong
19797,近反義詞不單列詞目者,穩冬,,,,Steady winter
19798,近反義詞不單列詞目者,十月冬,,,,October winter
19799,近反義詞不單列詞目者,下冬,ē-tang,,,next winter
19801,近反義詞不單列詞目者,冰的,ping--ê,,,ice
19802,近反義詞不單列詞目者,燒的,,,,Burnt
19803,近反義詞不單列詞目者,敆釉,kap-iu,,,glaze
19804,近反義詞不單列詞目者,清井,,,,clear well
19805,近反義詞不單列詞目者,繁華都市,,,,bustling city
19806,近反義詞不單列詞目者,終歸尾,,,,The end
19807,近反義詞不單列詞目者,戰甲蟲,,,,War Beetle
19808,近反義詞不單列詞目者,獨角龜仔,,,,One-horned turtle
19809,近反義詞不單列詞目者,獨角金龜,,,,Beetle
19810,近反義詞不單列詞目者,驚一趒,,,,startled
19811,近反義詞不單列詞目者,棧房,,,,warehouse
19812,近反義詞不單列詞目者,無捨無施,bô-siá-bô-sì,,,Nothing to give or give to
19814,近反義詞不單列詞目者,發財仔,,,,fortune boy
19815,近反義詞不單列詞目者,起輦,,,,Get up
19816,近反義詞不單列詞目者,過年錢,,,,New Year money
19817,近反義詞不單列詞目者,窗簾仔,,,,curtain boy
19818,近反義詞不單列詞目者,窗仔門簾,,,,Window door curtain
19819,近反義詞不單列詞目者,筊窟,kiáu khut,,,cave
19820,近反義詞不單列詞目者,跋筊場,,,,Ba Yanchang
19821,近反義詞不單列詞目者,賣菜的,,,,vegetable seller
19822,近反義詞不單列詞目者,無閒人,,,,No one is idle
19823,近反義詞不單列詞目者,塗粉仔,,,,Tufenzi
19824,近反義詞不單列詞目者,塗沙粉仔,,,,Sand powder boy
19825,近反義詞不單列詞目者,塗肉,,,,Rubbing meat
19826,近反義詞不單列詞目者,爛溝仔糜,,,,Langouzimi
19827,近反義詞不單列詞目者,塗糊糜,,,,confused
19828,近反義詞不單列詞目者,新年頭,,,,New Year's Eve
19829,近反義詞不單列詞目者,年尾兜,,,,Year-end pocket
19830,近反義詞不單列詞目者,舊年尾,,,,end of new year
19831,近反義詞不單列詞目者,坐不是,tshē-put-sī/tsē-put-sī,,,Sitting is not
19832,近反義詞不單列詞目者,會不是,huē-put-sī,,,Will it be
19833,近反義詞不單列詞目者,煞尾的,,,,evil-tailed
19834,近反義詞不單列詞目者,實頭實腦,tsa̍t-thâu-tsa̍t-náu,,,Solid head and solid brain
19835,近反義詞不單列詞目者,親家門風,,,,Family style
19836,近反義詞不單列詞目者,門風相對,,,,Opposite door style
19837,近反義詞不單列詞目者,做正經,,,,Be serious
19838,近反義詞不單列詞目者,車輪粿,,,,wheel cake
19839,近反義詞不單列詞目者,紅豆餅,,,,red bean cake
19840,近反義詞不單列詞目者,糕仔印,,,,Cake seal
19841,近反義詞不單列詞目者,蔭瓜,,,,Cucumber
19842,近反義詞不單列詞目者,褒囉唆,,,,Complimentary
19844,近反義詞不單列詞目者,湳仔,,,,Nanzi
19845,近反義詞不單列詞目者,湳地,,,,Nandi
19846,近反義詞不單列詞目者,貓貓看,,,,Cat looks
19847,近反義詞不單列詞目者,頭倒客,,,,Overwhelmed
19849,近反義詞不單列詞目者,跙冰,tshū-ping,,,Bingbing
19850,近反義詞不單列詞目者,懶相,nuā siùnn ,,,Lazy look
19851,近反義詞不單列詞目者,白布條,,,,white cloth strip
19852,近反義詞不單列詞目者,鰇魚絲,,,,Shredded catfish
19853,近反義詞不單列詞目者,鹹梅仔,,,,Xian Mei Zai
19854,近反義詞不單列詞目者,梅仔干,,,,Dried Plum Blossoms
19855,近反義詞不單列詞目者,建古,,,,Jiangu
19856,近反義詞不單列詞目者,徼兆,khiàu-tiāu,,,Zhao Zhao
19857,近反義詞不單列詞目者,漚熱,áu-jua̍h,,,retting heat
19858,近反義詞不單列詞目者,漚熱,àu-jua̍h,,,retting heat
19860,近反義詞不單列詞目者,齷齪熱,ak-tsak-jua̍h/ak-tsak-lua̍h,,,dirty heat
19861,近反義詞不單列詞目者,麵線雨,,,,noodles rain
19862,近反義詞不單列詞目者,菜母,,,,vegetable mother
19863,近反義詞不單列詞目者,鹹淘,kiâm-tuâ,,,Xian Tao
19864,近反義詞不單列詞目者,臭肉鰮,,,,Stinky meat anchovies
19866,近反義詞不單列詞目者,空間,khang-king,,,space
19868,近反義詞不單列詞目者,一大片,tsi̍t-tuā-phìnn,,,A large piece
19869,近反義詞不單列詞目者,準準準,,,,"Accurate, accurate"
19870,近反義詞不單列詞目者,人份,,,,person share
19873,近反義詞不單列詞目者,三角肩,sann-kak-king,,,triangle shoulder
19874,近反義詞不單列詞目者,上頭,,,,above
19875,近反義詞不單列詞目者,下晝飯,,,,Afternoon meal
19876,近反義詞不單列詞目者,大母人大母種,tuā-bú-lâng-tuā-bú-tsíng,,,big mother big mother
19877,近反義詞不單列詞目者,大錢,,,,big money
19878,近反義詞不單列詞目者,大張,,,,Da Zhang
19879,近反義詞不單列詞目者,大身命,tuā-sin-miā,,,Great life
19880,近反義詞不單列詞目者,大注錢,,,,Big money bet
19881,近反義詞不單列詞目者,同門的,,,,From the same school
19882,近反義詞不單列詞目者,大細仙,,,,Daxixian
19883,近反義詞不單列詞目者,大聲野喉,tuā-siann-iá-âu,,,Loud and wild throat
19884,近反義詞不單列詞目者,跤仙,,,,Wrestling Immortal
19885,近反義詞不單列詞目者,白扇仔,,,,white fan
19886,近反義詞不單列詞目者,山尾仔,,,,Shanweizai
19887,近反義詞不單列詞目者,白跤擛仔,,,,Baijiazai
19888,近反義詞不單列詞目者,山馬仔,,,,Shan Mazi
19889,近反義詞不單列詞目者,中範仔,,,,Zhongfanzai
19890,近反義詞不單列詞目者,中範仔,,,,Zhongfanzai
19891,近反義詞不單列詞目者,反供,huán-king,,,counter-confession
19892,近反義詞不單列詞目者,翻口供,huan-kháu-king,,,recant one's confession
19893,近反義詞不單列詞目者,反相,,,,reverse phase
19894,近反義詞不單列詞目者,正種,,,,True species
19895,近反義詞不單列詞目者,直理直路,,,,straight path
19897,近反義詞不單列詞目者,少年的,,,,juvenile
19898,近反義詞不單列詞目者,濟歲,,,,Ji Sui
19899,近反義詞不單列詞目者,心狂燥熱,sim-kông-sò-jia̍t,,,Heart is frenzied and hot
19900,近反義詞不單列詞目者,手蹄賤,,,,Cheap hands and hoofs
19901,近反義詞不單列詞目者,歹手癖,,,,hand fetish
19902,近反義詞不單列詞目者,手後彎,,,,Hands bent backward
19903,近反義詞不單列詞目者,手後蹬,,,,Push back with hands
19904,近反義詞不單列詞目者,手縫疏,tshiú-phāng se,,,Hand seams are sparse
19905,近反義詞不單列詞目者,月戴笠,gue̍h tì-le̍h,,,Moon Dai Li
19906,近反義詞不單列詞目者,歹彩頭,pháinn-tshái-thâu,,,Bad luck
19907,近反義詞不單列詞目者,歹頭彩,pháinn-thâu-tshái,,,Bad jackpot
19908,近反義詞不單列詞目者,好吉兆,hó-kiat-tiāu,,,good omen
19909,近反義詞不單列詞目者,好頭彩,hó-thâu-tshái,,,Good jackpot
19910,近反義詞不單列詞目者,黃酸囡仔,,,,Yellow sour girl
19911,近反義詞不單列詞目者,水秤,suí-tshìn,,,water scale
19912,近反義詞不單列詞目者,水平尺,,,,spirit level
19913,近反義詞不單列詞目者,水窟,tsuí khut,,,water cave
19914,近反義詞不單列詞目者,水垢,tsuí-káu,,,scale
19915,近反義詞不單列詞目者,水濺,,,,water splash
19916,近反義詞不單列詞目者,機關車,,,,Locomotive
19917,近反義詞不單列詞目者,牛角𨂿,gû-kak-uainnh,,,horns𨂿
19919,近反義詞不單列詞目者,水牛,suí-gû,,,buffalo
19920,近反義詞不單列詞目者,水牛犅,tsuí-gû-káng,,,buffalo
19921,近反義詞不單列詞目者,山牛犅,suann-gû-káng,,,mountain oxen
19922,近反義詞不單列詞目者,牛鼻環,gû-phīnn-khuân,,,Bull nose ring
19923,近反義詞不單列詞目者,牛鼻圈仔,gû-phīnn-khian-á,,,cow nose ring boy
19924,近反義詞不單列詞目者,牛聲馬吼,,,,The sound of cows and horses roaring
19925,近反義詞不單列詞目者,牛聲馬叫,,,,Bulls and horses bray
19926,近反義詞不單列詞目者,冬瓜酥,,,,Winter melon cake
19927,近反義詞不單列詞目者,𫝛心,siāng-sim,,,𫝛心
19928,近反義詞不單列詞目者,仝勻,kāng-ûn,,,Tongyun
19929,近反義詞不單列詞目者,仝輩,kāng-puè,,,peer
19930,近反義詞不單列詞目者,頂下沿,,,,Top and bottom edge
19931,近反義詞不單列詞目者,書店,tsu-tiàm,,,bookstore
19932,近反義詞不單列詞目者,書局,,,,bookstore
19933,近反義詞不單列詞目者,苴枋,,,,Ju Fang
19934,近反義詞不單列詞目者,東粉,,,,Dongfen
19936,近反義詞不單列詞目者,軟母仔,,,,Soft dam
19937,近反義詞不單列詞目者,破病丁,,,,Pobingding
19938,近反義詞不單列詞目者,病猴,,,,sick monkey
19939,近反義詞不單列詞目者,往回,,,,go back
19940,近反義詞不單列詞目者,司公象桮結相黏,sai-kong-siūnn-pue kat sio-liâm,,,Company elephant cup sticks to each other
19941,近反義詞不單列詞目者,童乩桌頭,tâng-ki-toh-thâu,,,Tongji table top
19942,近反義詞不單列詞目者,褲帶結相黏,khòo-tuà kat sio-liâm,,,Belts stuck together
19943,近反義詞不單列詞目者,外庄頭,guā-tsng-thâu,,,Waizhuangtou
19944,近反義詞不單列詞目者,本埠,pún-poo,,,Home port
19945,近反義詞不單列詞目者,央叫,,,,Yell
19946,近反義詞不單列詞目者,布尾,,,,Cloth tail
19947,近反義詞不單列詞目者,拖布,,,,mop
19948,近反義詞不單列詞目者,布拖仔,,,,cloth mop boy
19949,近反義詞不單列詞目者,假範,ké-pān,,,fake model
19950,近反義詞不單列詞目者,尾帖藥,,,,Tail medicine
19951,近反義詞不單列詞目者,拍拚藥,,,,Take medicine
19952,近反義詞不單列詞目者,目赤,,,,Mechi
19953,近反義詞不單列詞目者,目紅,,,,red eyes
19954,近反義詞不單列詞目者,目睭掩,ba̍k-tsiu-iám,,,Blindfolded
19955,近反義詞不單列詞目者,走胎,tsáu-thai,,,tire
19956,近反義詞不單列詞目者,冰絞,ping-ká,,,ice cubes
19957,近反義詞不單列詞目者,囡仔王,,,,Nanzai Wang
19958,近反義詞不單列詞目者,囡仔頭,,,,Nanzaitou
19959,近反義詞不單列詞目者,在室男,,,,Male in the house
19960,近反義詞不單列詞目者,有膽,,,,Courageous
19961,近反義詞不單列詞目者,有膽量,,,,Have courage
19962,近反義詞不單列詞目者,現挽的,,,,Presently drawn
19963,近反義詞不單列詞目者,在欉黃的,,,,in yellow
19964,近反義詞不單列詞目者,在欉紅的,,,,In the red
19965,近反義詞不單列詞目者,隱的,,,,Hidden
19966,近反義詞不單列詞目者,歹事,pháinn-sū,,,Bad things
19967,近反義詞不單列詞目者,歹份,,,,Bad identity
19968,近反義詞不單列詞目者,歹看頭,,,,Bad sight
19969,近反義詞不單列詞目者,間格,king-keh,,,compartment
19970,近反義詞不單列詞目者,造作,tsō-tsok,,,artificial
19971,近反義詞不單列詞目者,合作,kap-tsoh,,,cooperate
19972,近反義詞不單列詞目者,羅漢跤,,,,Arhat wrestling
19973,近反義詞不單列詞目者,死翹翹,,,,Dead
19974,近反義詞不單列詞目者,百百種,,,,Hundreds of kinds
19975,近反義詞不單列詞目者,竹部,tik-phō,,,Takebe
19976,近反義詞不單列詞目者,店頭厝,,,,shop house
19977,近反義詞不單列詞目者,肉屑,bah-sut,,,Meat scraps
19978,近反義詞不單列詞目者,零星肉,lân-san-bah,,,Odd meat
19979,近反義詞不單列詞目者,繭仔,kián-á,,,cocoon boy
19980,近反義詞不單列詞目者,肉卷,bah-kńg,,,meatloaf
19981,近反義詞不單列詞目者,網紗卷,bāng-se-kńg,,,mesh roll
19982,近反義詞不單列詞目者,計程仔,,,,Ji Chengzi
19983,近反義詞不單列詞目者,叫客的,,,,Calling for guests
19984,近反義詞不單列詞目者,營業車,,,,Business vehicle
19985,近反義詞不單列詞目者,行船客,,,,boat traveler
19986,近反義詞不單列詞目者,佗落仔,,,,Tuo Luo Zai
19987,近反義詞不單列詞目者,香櫞,hiunn-înn,,,citron
19988,近反義詞不單列詞目者,凊嗽,tshìn-sàu,,,cough
19989,近反義詞不單列詞目者,盍會,khah ē,,,Yonghui
19991,近反義詞不單列詞目者,孝尾,hà-bué/hà-bé,,,Takao
19992,近反義詞不單列詞目者,孝尾仔,,,,Xiaoweizai
19993,近反義詞不單列詞目者,孝尾仔囝,,,,filial piety
19994,近反義詞不單列詞目者,李仔糖,,,,Li Zi Tang
19995,近反義詞不單列詞目者,鳥梨仔攕,,,,bird pear tree
19996,近反義詞不單列詞目者,鳥梨仔糖,,,,Pear candy
19997,近反義詞不單列詞目者,久久仔,,,,Jiujiuzai
19998,近反義詞不單列詞目者,見功效,kìnn-kong-hāu,,,See the effect
19999,近反義詞不單列詞目者,閃無路,,,,There is no way to escape
20000,近反義詞不單列詞目者,鬥走,tàu-tsáu,,,fight away
20002,近反義詞不單列詞目者,走書,tsáu-tsu,,,walking book
20003,近反義詞不單列詞目者,身苦病疼,,,,Sickness and pain
20004,近反義詞不單列詞目者,車箱仔,,,,Car box guy
20005,近反義詞不單列詞目者,五根草,,,,five root grass
20006,近反義詞不單列詞目者,卸世上,sià-sì-tsiūnn,,,Die from this world
20007,近反義詞不單列詞目者,噗噗跳,,,,Pop pop jump
20008,近反義詞不單列詞目者,咇噗惝,,,,咇噗昝
20009,近反義詞不單列詞目者,噗噗惝,,,,Puff puff
20010,近反義詞不單列詞目者,孤孀,koo-sng,,,widow
20011,近反義詞不單列詞目者,孤雞仔,koo-ke-á/koo-kue-á,,,solitary chicken
20012,近反義詞不單列詞目者,彼當陣仔,hit-tang-tsūn-á,,,He was a teammate
20013,近反義詞不單列詞目者,向陣仔,hiàng-tsūn-á,,,Xiang Zhenzai
20014,近反義詞不單列詞目者,現主時,,,,present owner
20017,近反義詞不單列詞目者,抾肥肉,,,,Fatty pork
20018,近反義詞不單列詞目者,抾便的,,,,loose
20019,近反義詞不單列詞目者,講較白咧,,,,To speak plainly
20020,近反義詞不單列詞目者,拍鳥帽仔,phah-tsiáu-bō-á,,,Bird hat boy
20021,近反義詞不單列詞目者,開銃,,,,Open a gun
20022,近反義詞不單列詞目者,果子栽仔,,,,fruit planter
20023,近反義詞不單列詞目者,載貨車,,,,Truck
20024,近反義詞不單列詞目者,拍速車,,,,speed car
20025,近反義詞不單列詞目者,文車,,,,Wen Che
20026,近反義詞不單列詞目者,幼米粉,,,,Young rice flour
20027,近反義詞不單列詞目者,竹筒粿,,,,Bamboo tube cake
20028,近反義詞不單列詞目者,痟貓,siáu-niau,,,Sick cat
20029,近反義詞不單列詞目者,癡思夢想,,,,Infatuated with dreams
20030,近反義詞不單列詞目者,烏白想,,,,Thinking in vain
20031,近反義詞不單列詞目者,空厝,,,,empty house
20032,近反義詞不單列詞目者,花蛤,,,,Clam
20033,近反義詞不單列詞目者,金閃閃,kim-siám-siám,,,glittering gold
20034,近反義詞不單列詞目者,金爍爍,kim-sih-sih,,,Jin Shuoshuo
20035,近反義詞不單列詞目者,門埕,,,,mencheng
20036,近反義詞不單列詞目者,前埕,,,,Qiancheng
20037,近反義詞不單列詞目者,頭前埕,,,,Touqiancheng
20038,近反義詞不單列詞目者,後埕,,,,Houcheng
20039,近反義詞不單列詞目者,後壁埕,,,,houbicheng
20040,近反義詞不單列詞目者,後尾埕,,,,Houweicheng
20041,近反義詞不單列詞目者,丁蘭尺,,,,Dinglan ruler
20042,近反義詞不單列詞目者,門下臼,mn̂g-ē-khū,,,mortar under the door
20043,近反義詞不單列詞目者,門下栿,mn̂g-ē-ho̍k/mn̂g-ē-pha̍k,,,Menxiahao
20044,近反義詞不單列詞目者,便印仔,,,,Print boy
20045,近反義詞不單列詞目者,入門踏戶,,,,Getting started
20047,近反義詞不單列詞目者,品寶,phín-pó,,,Pinbao
20048,近反義詞不單列詞目者,滿員,buán-uân,,,Full
20049,近反義詞不單列詞目者,歹面腔,pháinn-bīn-khiunn,,,Bad accent
20050,近反義詞不單列詞目者,外行的,,,,layman
20051,近反義詞不單列詞目者,外行人,,,,layman
20052,近反義詞不單列詞目者,硩紙,teh-tsuá,,,paper
20053,近反義詞不單列詞目者,挂墓紙,kuì-bōng-tsuá,,,Hanging tomb paper
20054,近反義詞不單列詞目者,做針黹,,,,do acupuncture
20055,近反義詞不單列詞目者,失頓枵飢,,,,Frustrated
20056,近反義詞不單列詞目者,枵了過飢,,,,Too hungry
20057,近反義詞不單列詞目者,竭仔頭,kia̍t-á-thâu,,,Ji Zai Tou
20058,近反義詞不單列詞目者,竭仔哥,kia̍t-á-ko,,,Brother Jiezai
20059,近反義詞不單列詞目者,柿霜粉,khī-song-hún,,,Persimmon frost powder
20060,近反義詞不單列詞目者,流汗糝滴,,,,Sweat dripping
20061,近反義詞不單列詞目者,汗流汁滴,,,,Sweat drops
20062,近反義詞不單列詞目者,為非作歹,uî-hui-tsok-tái,,,do evil
20063,近反義詞不單列詞目者,相揣坐,sio-tshuē-tsē/sio-tshē-tsē,,,Sitting next to each other
20064,近反義詞不單列詞目者,發財樹,,,,money tree
20065,近反義詞不單列詞目者,苦倚,,,,Dependence
20066,近反義詞不單列詞目者,石頭倚,,,,leaning on stone
20067,近反義詞不單列詞目者,齊頭倚,,,,leaning together
20068,近反義詞不單列詞目者,慘齣,,,,Miserable
20069,近反義詞不單列詞目者,限時的,,,,limited time
20070,近反義詞不單列詞目者,普通批,,,,Ordinary batch
20071,近反義詞不單列詞目者,平信,pîng-sìn,,,Ordinary mail
20072,近反義詞不單列詞目者,人面冊,,,,face book
20073,近反義詞不單列詞目者,香瓜仔,hiunn-kue-á,,,Cantaloupe
20074,近反義詞不單列詞目者,正拗,,,,Positive
20075,近反義詞不單列詞目者,師傅工,,,,master craftsman
20076,近反義詞不單列詞目者,時鐘瓜,sî-tsing-kue,,,clock melon
20077,近反義詞不單列詞目者,滷熟肉,lóo-sio̍k-bah,,,Braised cooked meat
20078,近反義詞不單列詞目者,花點龜仔,,,,HuaDianTaiZi
20079,近反義詞不單列詞目者,病底,,,,Disease base
20080,近反義詞不單列詞目者,眩車藥仔,,,,Dazzling Car Drug Boy
20082,近反義詞不單列詞目者,笑吻吻,tshiò-bún-bún,,,smile kiss kiss
20083,近反義詞不單列詞目者,爆笑劇,,,,Comedy
20084,近反義詞不單列詞目者,bí-lí-kue,,,,bí-lí-kue
20085,近反義詞不單列詞目者,thoo-khé-soh,,,,thoo-khé-soh
20086,近反義詞不單列詞目者,笑bui-bui,,,,laugh bui-bui
20087,近反義詞不單列詞目者,笑bun-bun,,,,laugh bun-bun
20088,近反義詞不單列詞目者,草子,,,,Caozi
20089,近反義詞不單列詞目者,庄跤倯,,,,Zhuang Qiaoduo
20090,近反義詞不單列詞目者,內山倯,,,,Uchiyama
20091,近反義詞不單列詞目者,臺北倯,,,,Taipei
20092,近反義詞不單列詞目者,市內倯,,,,In the city
20093,近反義詞不單列詞目者,草垺,tsháu-pû,,,grassland
20094,近反義詞不單列詞目者,草堆,,,,haystack
20095,近反義詞不單列詞目者,虛身荏底,hi-sin-lám-té,,,empty body
20096,近反義詞不單列詞目者,勇身命,,,,brave life
20097,近反義詞不單列詞目者,袂曉通衰,,,,Nie Xiaotong declines
20098,近反義詞不單列詞目者,袂曉見笑,,,,Ying Xiao laughs
20099,近反義詞不單列詞目者,袂見袂笑,,,,Seeing each other smiling
20100,近反義詞不單列詞目者,毋知見笑,,,,I don't know how to laugh
20101,近反義詞不單列詞目者,起跤lōng,,,,to get up and fall down
20102,近反義詞不單列詞目者,起豹風,khí-pà-hong,,,Leopard wind
20103,近反義詞不單列詞目者,起酒狂,,,,alcoholic
20104,近反義詞不單列詞目者,滾蛟躘,,,,rolling dragon
20105,近反義詞不單列詞目者,大海漲,,,,The sea rises
20106,近反義詞不單列詞目者,水退,tsuí-thè/tsuí-thuè,,,water recedes
20108,近反義詞不單列詞目者,酒女,,,,wine girl
20109,近反義詞不單列詞目者,酒家女,,,,Restaurant girl
20110,近反義詞不單列詞目者,馬蹄糋,,,,Horseshoe deer
20111,近反義詞不單列詞目者,飛烏虎,,,,Flying black tiger
20112,近反義詞不單列詞目者,做旱,tsò-uānn,,,do drought
20113,近反義詞不單列詞目者,做sa-khú-lah,,,,do sa-khú-lah
20114,近反義詞不單列詞目者,鉸刀蟲,,,,reamer worm
20115,近反義詞不單列詞目者,鉸刀龜仔,,,,Reamer Turtle
20116,近反義詞不單列詞目者,剪絨,,,,sheared velvet
20117,近反義詞不單列詞目者,剪絨花,,,,velvet flower
20118,近反義詞不單列詞目者,剪蟲仔,,,,Cutting insect boy
20119,近反義詞不單列詞目者,剪蚻,tsián-tsua̍h,,,Cut the cockroach
20120,近反義詞不單列詞目者,冊龜仔,,,,turtle boy
20121,近反義詞不單列詞目者,寄居,,,,Sojourn
20122,近反義詞不單列詞目者,寄蹛,,,,send cocoon
20123,近反義詞不單列詞目者,寄徛,,,,Consignment
20124,近反義詞不單列詞目者,小定,,,,Xiaoding
20125,近反義詞不單列詞目者,小聘,,,,Xiaopin
20126,近反義詞不單列詞目者,跋馬,pua̍h-bé,,,Bama
20127,近反義詞不單列詞目者,跋落馬,pua̍h-lo̍h-bé,,,Ba Luoma
20128,近反義詞不單列詞目者,日欲晝,,,,It's daytime
20129,近反義詞不單列詞目者,踮空龜,tiàm-khang-ku,,,Tiptoe turtle
20130,近反義詞不單列詞目者,鼓井水雞,kóo-tsénn tsuí-ke/kóo-tsínn tsuí-kue,,,Gujing water chicken
20131,近反義詞不單列詞目者,井底鮕鮘,tsénn-té koo-tai/tsínn-tué koo-tai,,,The bottom of the well
20132,近反義詞不單列詞目者,涼腔仔話,,,,Cool words
20133,近反義詞不單列詞目者,白米飯,,,,white rice
20135,近反義詞不單列詞目者,跤手慢鈍,kha-tshiú bān-tūn,,,The wrestler is slow
20136,近反義詞不單列詞目者,跤手扭掠,kha-tshiú liú-lia̍h,,,Wrestlers twist
20137,近反義詞不單列詞目者,閣來,,,,Come to the pavilion
20138,近反義詞不單列詞目者,規家口仔,,,,guijiakouzi
20139,近反義詞不單列詞目者,一箍人,,,,A band of people
20143,近反義詞不單列詞目者,石女,,,,stone girl
20144,近反義詞不單列詞目者,鈍市,tūn-tshī,,,blunt city
20145,近反義詞不單列詞目者,利市,lī-tshī,,,profit city
20146,近反義詞不單列詞目者,摻濫,tsham-lām,,,adulterate
20147,近反義詞不單列詞目者,頂下歲仔,,,,Under the age of one
20148,近反義詞不單列詞目者,殕的,,,,Damn it
20149,近反義詞不單列詞目者,雙仁潤,,,,Shuang Renrun
20150,近反義詞不單列詞目者,博土,phok-thóo,,,Ph.D.
20151,近反義詞不單列詞目者,入戶口,,,,Hukou
20152,近反義詞不單列詞目者,入家甲,,,,Home A
20153,近反義詞不單列詞目者,毒心,ta̍k-sim,,,Poisonous heart
20154,近反義詞不單列詞目者,墮胎,tuī-thai,,,abortion
20156,近反義詞不單列詞目者,殘殘脆脆,,,,Crispy and crispy
20157,近反義詞不單列詞目者,無塊通,,,,No block access
20158,近反義詞不單列詞目者,有塊,ū-tè,,,There are blocks
20159,近反義詞不單列詞目者,大埕,,,,Dacheng
