defid,wordid,partofspeech,def_chinese,def_english
16089,11797,動詞,燙到。被火燙到。語氣完結時唸作sio--tio̍h。,Burned. Burned by fire. The final word is pronounced sio--tio̍h.
16090,11798,形容詞,凡事由一人作決定，其他人無法反對。,Everything is decided by one person and no one else can object.
16091,11798,名詞,政體的一種。政治上的決定，取決於一人或極少數人的專制統治。,A type of government. Political decisions depend on the autocratic rule of one person or a very small number of people.
16092,11799,動詞,以慢火來燜將煮熟的飯。,Simmer the cooked rice over slow heat.
16093,11800,名詞,設置在海岸港口或者小島上的高塔，夜晚能發出定時明滅的強烈燈光，指引船隻航行方向，避免海難事件的發生。,High towers set up in coastal ports or small islands can emit strong lights that turn on and off regularly at night to guide the navigation direction of ships and avoid shipwrecks.
16094,11801,形容詞,熱騰騰。,Steaming hot.
16095,11802,名詞,金絲燕或同屬雨燕科的燕類以唾液吐出來築的窩巢。含有豐富的膠質、蛋白質、糖等，在中醫上是上等的補品，價格昂貴。,"Swiftlets or swiftlets belonging to the family Swiftidae build nests made of saliva. It is rich in colloids, proteins, sugars, etc. It is a high-quality tonic in traditional Chinese medicine and is expensive."
16096,11803,形容詞,溫暖。,warmth.
16097,11803,形容詞,極為炎熱的。,Extremely hot.
16098,11803,形容詞,指發燒。,Refers to fever.
16099,11803,形容詞,因嫉妒或焦急而使得心裡有不舒服的感覺。,Feeling uncomfortable due to jealousy or anxiety.
16100,11803,形容詞,因高溫灼燒、鞭打或傷口發炎時所產生的灼熱感。,"A burning sensation caused by high temperature, whiplash, or inflammation of a wound."
16101,11804,副詞,僅僅、只有。,"Only, only."
16102,11805,名詞,燉鍋。,saucepan.
16103,11806,形容詞,指手腳有問題，行動不便的樣子。,Refers to having problems with hands and feet and having difficulty moving.
16104,11807,動詞,騙。,cheat.
16105,11808,名詞,以土經過窯燒而製成的建築材料。也指形狀相似的東西。,A building material made from clay fired in a kiln. Also refers to things that are similar in shape.
16106,11809,名詞,石磨。,Stone mill.
16107,11809,動詞,用石磨磨物。,Use stone to grind things.
16108,11810,動詞,用磨石等磨東西使其鋒利、光滑。,Grind something with a pumice stone to make it sharp and smooth.
16109,11810,動詞,研磨。,Grind.
16110,11810,動詞,操勞、磨練。,Toil and practice.
16111,11810,動詞,加水磨擦使溶出。,Add water and rub to dissolve.
16112,11811,動詞,累積、堆積。,"Accumulate, pile up."
16113,11811,動詞,儲蓄、積存。,"Save, accumulate."
16114,11811,動詞,淤積、停滯不消。,Siltation and stagnation remain.
16115,11811,動詞,食物在腸胃中不消化。,Food is not digested in the intestines and stomach.
16116,11812,名詞,幼芽。,bud.
16117,11813,形容詞,手部有毛病不靈活，也用來罵人行動笨拙。,It is also used to scold people for clumsy movements if there is something wrong with their hands.
16118,11814,熟語,比喻欺騙的手法很高明。,The metaphor of deception is very clever.
16119,11815,名詞,磚頭、磚塊。用黏土燒成的長方體塊狀建材。,"Bricks, bricks. A rectangular block building material made of fired clay."
16120,11816,名詞,研磨缽。用來將食材磨成漿的陶製大碗及杵，碗中有細凹槽以增加研磨效果。,Grinding bowl. A large earthenware bowl and pestle used to grind ingredients into a paste. The bowl has fine grooves to increase the grinding effect.
16121,11817,名詞,用來壓埋土塊、雜草，將田地整平成軟泥的農具。外觀似「曰」字型，中間為一滾筒，軸心有葉片，前由牛隻拖行，人以兩腳於其上前後踩踏，以增加重量。,"Agricultural tools used to bury soil clods and weeds and level the fields into soft mud. It looks like the shape of ""曰"", with a roller in the middle and blades on the axis. The front is dragged by cattle, and people step on it back and forth with their feet to increase the weight."
16122,11818,形容詞,瘸腿、跛腳。腳有毛病，走路不方便。,"Lame, lame. There is something wrong with my feet and it is difficult to walk."
16123,11819,動詞,用石磨將米磨成漿，而後製成粿。,Use a stone mill to grind the rice into pulp and then make it into rice cakes.
16124,11820,動詞,積善。常作善事，累積善行。,Accumulate good deeds. Always do good deeds and accumulate good deeds.
16125,11821,動詞,欺瞞、欺騙。,"Deception, deception."
16126,11822,名詞,長桿形的用具。,Long pole-shaped utensil.
16127,11823,動詞,霸占、強奪。,"Seize, seize."
16128,11824,名詞,縫比較密的梳子，可去除頭蝨。,A comb with dense seams can remove head lice.
16129,11824,動詞,編製竹子。,Braided bamboo.
16130,11825,名詞,用來去細取粒的竹製圓形多孔道具。,A bamboo round porous tool used to remove fine particles.
16131,11825,動詞,用篩子過濾東西。,Strain things through a sieve.
16132,11826,名詞,用糯米或穀類等磨粉加糖，再用糕模印成所要的樣子，將它蒸熟成糕。也有不加糖而加油和鹹配料的鹹糕。,"Grind glutinous rice or cereals, add sugar, then use a cake mold to mold it into the desired shape, and steam it into a cake. There are also salty cakes that do not add sugar but add oil and salty ingredients."
16133,11827,名詞,糖類。,carbohydrate.
16134,11827,名詞,泛指用糖製成的東西。,Generally refers to things made from sugar.
16135,11828,動詞,用繩子將東西垂降。,Rappel something down with a rope.
16136,11829,動詞,繫上、圍上。,"Tie it on, wrap it up."
16137,11830,動詞,有形或無形的束縛、捆綁。,Visible or invisible restraints and bindings.
16138,11830,量詞,計算成捆物品的單位。,Calculates units for bundles of items.
16139,11830,形容詞,衣服穿得太緊。,Clothes are too tight.
16140,11830,動詞,編織長篾片製成的器物。,Utensils made of woven long strips of bamboo.
16141,11831,名詞,地方行政單位。,local administrative unit.
16142,11832,名詞,糖精。一種合成的人工甘味劑，甜度是蔗糖的三百到五百倍，不易消化，且有致癌作用。在醫學用途上，可作糖尿病者的食糖代用品。,"saccharin. A synthetic artificial sweetener that is 300 to 500 times sweeter than sucrose. It is difficult to digest and has carcinogenic effects. For medical purposes, it can be used as a sugar substitute for diabetics."
16143,11833,名詞,藥篩子。篩藥粉用的篩子，通常是用紗或絹等細布做成。,Medicine sieve. The sieve used to sift medicinal powder is usually made of fine cloth such as gauze or silk.
16144,11834,名詞,將糖溶解在水中所製成的溶液，可以搭配其他食品成為甜味飲料。,A solution made by dissolving sugar in water can be used with other foods to create a sweet drink.
16145,11835,名詞,篩子。一種竹片、鐵絲編成的過濾器具。有許多小孔，可使細碎物漏下去，而將較粗成塊的留在上面。,sieve. A filter made of bamboo and iron wire. There are many small holes that allow fine particles to escape while leaving coarser pieces on top.
16146,11836,名詞,糕點。用糯米或穀類等磨粉加糖，再用糕模印成所要的樣子，將它蒸熟成糕。通常用以做為年節祭拜的祭品。,"pastry. Grind glutinous rice or cereals, add sugar, then use a cake mold to mold it into the desired shape, and steam it into a cake. Usually used as sacrifices for annual festivals."
16147,11837,名詞,糕餅、甜食。,Cakes and sweets.
16148,11838,名詞,糖果、餅乾的總稱。,A general term for candies and biscuits.
16149,11839,名詞,一種在嫁女兒的時候，用來贈送給親友的食品，為澎湖地區習俗。,It is a kind of food used to give to relatives and friends when a daughter is married. It is a custom in Penghu area.
16150,11840,形容詞,由縣政府所設立的。,Established by the county government.
16151,11841,熟語,甜甜蜜蜜。,Sweet and sweet.
16152,11842,名詞,一種含在嘴裡的小糖球。,A small ball of sugar that is held in the mouth.
16153,11843,名詞,病名。因胰島素分泌不足，導致消化及血糖值不正常的慢性疾病。會引起心臟、腎臟、高血壓等併發症。,"Disease name. A chronic disease caused by insufficient insulin secretion, leading to abnormal digestion and blood sugar levels. It can cause heart, kidney, hypertension and other complications."
16154,11844,名詞,一縣的最高行政首長。,The highest administrative head of a county.
16155,11845,名詞,粉末狀的細糖。,Powdered fine sugar.
16156,11846,副詞,趕快、趕緊。,"Hurry, hurry."
16157,11846,副詞,迅速、敏捷。,Quick and agile.
16158,11847,形容詞,吃麵或喝湯、水時所發出的聲音。,The sound made when eating noodles or drinking soup or water.
16159,11848,動詞,用布帶繫上裙子。,Tie the skirt with a fabric tie.
16160,11849,動詞,纏足。舊時婦女用布帛緊裹雙足，使之纖小，以為美觀。,"Foot binding. In the old days, women used cloth to wrap their feet tightly to make them slim and beautiful."
16161,11850,動詞,包粽子。,Make rice dumplings.
16162,11850,動詞,鹿港把上吊喻為「縛粽」。,"Lukang refers to hanging oneself as ""binding rice dumplings""."
16163,11851,名詞,糖漿。糖水被濃縮成濃稠狀。,syrup. The sugar water is concentrated into a thick consistency.
16164,11852,名詞,製糖工廠。,Sugar factory.
16165,11853,名詞,一種古早的小吃，用特選白糖，加一點檸檬，即可拉出延展性極高的黏糖膠，風乾變硬後再將其切成段，即可食用。,"An ancient snack, you can use specially selected white sugar and add a little lemon to pull out a highly malleable sticky gum. After it is dried and hardened, you can cut it into sections and you can eat it."
16166,11854,擬聲詞,形容細碎的摩擦聲。,Describes a small grinding sound.
16167,11855,名詞,冰糖。一種精製而成的白色半透明結晶糖。,crystal sugar. A refined white translucent crystalline sugar.
16168,11856,名詞,舊式糖廠。,Old style sugar factory.
16169,11857,動詞,鼓脹、膨脹。,"bulge, swell."
16170,11857,形容詞,蓬鬆、有彈性、圓鼓鼓的東西。,"Fluffy, stretchy, round stuff."
16171,11858,名詞,脹大凸起的肚子，指家畜類懷有身孕，若用於人則有嘲笑意謂。,"A swollen and protruding belly refers to the pregnancy of domestic animals, and if used for humans, it means ridicule."
16172,11858,名詞,稻子結成的一粒粒稻穗。,The ears of rice formed by rice.
16173,11859,動詞,發展、興盛。,Develop and prosper.
16174,11860,動詞,愛好、嗜好。,"Hobbies, hobbies."
16175,11861,名詞,花心、花蕾。,"Flower heart, flower bud."
16176,11861,量詞,計算花和眼睛的單位。,Calculate the units of flowers and eyes.
16177,11862,動詞,水腫、浮腫。,"Edema, swelling."
16178,11863,形容詞,形容臉頰飽滿豐盈的樣子。,Describes the appearance of full and plump cheeks.
16179,11864,名詞,彈簧床。有彈簧裝置的床墊。,Spring bed. A mattress with springs.
16180,11865,熟語,凸肚子短命鬼。咒罵人早死的用語。,A short-lived ghost with a protruding belly. A term used to curse someone to an early death.
16181,11866,形容詞,興隆旺盛的樣子。,Prosperous and prosperous.
16182,11867,動詞,起水泡。起潦泡、潦漿泡。皮膚因火傷、燙傷或磨傷而形成水泡。,"Blisters. Bubbles, bubbles. Blisters form on the skin due to fire, burns, or abrasions."
16183,11868,動詞,脹氣。,Flatulence.
16184,11868,動詞,吹牛。誇口說大話。,boast. Boast and speak big words.
16185,11869,名詞,麵龜，一種用麵粉做成的食品，大多用在年節祭拜的時候。,"Noodle turtle, a food made of flour, is mostly used during New Year worship."
16186,11869,名詞,指愛吹牛的人。,Refers to a person who loves to brag.
16187,11870,名詞,泡粉。早期一種化妝品，用高嶺土、雪花石膏粉、香料、色素為材料，可以當作粉底或腮紅。婦女會在七夕時用來祭拜織女「七娘媽」(Tshit-niû-má)，以祈求美貌。,"Baking powder. An early cosmetic made of kaolin, alabaster powder, spices, and pigments, which could be used as foundation or blush. Women will use it to worship the Weaver Girl ""Tshit-niû-má"" during the Chinese Valentine's Day to pray for beauty."
16188,11871,名詞,毛線。,yarn.
16189,11872,名詞,毛線衣。用毛線所織成的衣服。,Sweater. Clothes made of wool.
16190,11873,名詞,興盛與衰微。,Rise and decline.
16191,11874,動詞,好酒。喜歡喝酒。,Good wine. Like to drink.
16192,11875,名詞,沙發、沙發椅。裝有彈簧或厚泡沫塑膠座墊的椅子。,"Sofas, sofa chairs. Chairs with springs or thick foam seat cushions."
16193,11876,形容詞,形容毛髮膨鬆。,Describes puffy hair.
16194,11876,形容詞,氣鼓鼓、氣乎乎。形容人生氣時兩腮鼓起。,The air is bulging and angry. It describes a person's cheeks puffing up when he is angry.
16195,11877,名詞,松鼠。外形像老鼠但大些，尾巴長且膨鬆，常棲於樹上，吃果實。,"squirrel. It looks like a mouse but is larger, with a long and puffy tail. It often lives in trees and eats fruits."
16196,11878,名詞,香餅、月子餅。宜蘭與臺南地區常見的傳統點心。一種發酵製成的餅乾，早期會加上雞蛋，以麻油慢煎至全熟，做為婦女坐月子的補品。宜蘭地區習慣加開水或飲品調食。,"Fragrant cakes, moon cakes. A traditional snack common in Yilan and Tainan. A kind of fermented biscuit. In the early stage, eggs are added and slowly fried in sesame oil until fully cooked. It is used as a tonic for women during confinement. In the Yilan area, it is customary to add boiled water or drinks to the dish."
16197,11878,名詞,挨罵、碰釘子。,Get scolded and hit a wall.
16198,11879,名詞,樂於學習、注意的事。,Be willing to learn and pay attention to things.
16199,11879,名詞,對事情感到有興致，願意投入參與。,Interested in things and willing to participate.
16200,11880,動詞,滾來滾去。,Rolling around.
16201,11881,名詞,興趣、帶勁兒。指對事物興趣濃、情緒高及態度積極。,"Interested and energetic. Refers to strong interest in things, high mood and positive attitude."
16202,11882,名詞,脂肪層。豬羊等牲畜皮下的脂肪層。,Fat layer. The fat layer under the skin of livestock such as pigs and sheep.
16203,11882,名詞,黃瓜、香瓜、苦瓜等瓜果類裡層混種子部分之通稱。,"The common name for the mixed seed part of fruits such as cucumber, cantaloupe, and bitter melon."
16204,11883,動詞,蜷曲身體、曲身蹲坐。,Curl your body and squat.
16205,11884,動詞,脫下。,Take it off.
16206,11884,動詞,蛻換。,Metamorphosis.
16207,11884,動詞,把東西轉讓給別人。,Transfer something to someone else.
16208,11885,動詞,張開、展開。,"Open, unfold."
16209,11886,名詞,褲子。穿在下身的服裝。,Pants. Clothing worn on the lower body.
16210,11887,動詞,脫皮。,Peeling.
16211,11888,動詞,打赤腳。光著腳，不穿鞋襪。,"Go barefoot. Bare feet, no shoes or socks."
16212,11889,動詞,褪衣、脫衣。脫掉上衣。,"Take off your clothes, take off your clothes. Take off your shirt."
16213,11890,名詞,腰帶。紮緊褲腰的帶子。,belt. Tighten the waistband.
16214,11891,名詞,褲袋。褲子上面的口袋。,Pants pockets. Top pockets on pants.
16215,11892,動詞,脫殼、蛻皮。節肢動物和部分爬蟲類在生長過程中，將原有的外骨骼或外皮脫落，長出新的外殼或外皮，形體也不斷變大。,"Shelling, molting. During the growth process, arthropods and some reptiles shed their original exoskeleton or skin, grow a new shell or skin, and their bodies continue to grow larger."
16216,11893,動詞,把東西打開。,Open things up.
16217,11894,動詞,打赤膊。光著上身。,Go shirtless. Topless.
16218,11895,名詞,褲腳。褲管口，褲管最下端開口的地方。,"Trousers. Trouser leg opening, the place where the bottom of the trouser leg opens."
16219,11895,名詞,褲管。褲子的兩腿部分。,Trouser legs. The legs of the pants.
16220,11896,動詞,換牙。乳齒逐一脫落，由恆齒長出替換的現象。一般人在六歲到八歲時開始換牙，十二歲到十四歲時全部換成恆齒。,"Change teeth. The phenomenon in which deciduous teeth fall out one by one and are replaced by permanent teeth. Most people start to lose their teeth when they are six to eight years old, and all of them are replaced by permanent teeth when they are twelve to fourteen years old."
16221,11897,動詞,脫褲子。,Take off your pants.
16222,11898,動詞,光屁股。專指男孩子沒穿褲子。,Bare ass. Specifically refers to boys not wearing pants.
16223,11899,名詞,過溝菜蕨、過貓。草本植物。嫩芽可以生食或熟食，也可以做觀賞性植物。含有維生素、礦物質及黏質物，具有清熱、解毒、利尿的功效。,"Cross the ditch fern, cross the cat. herb. The sprouts can be eaten raw or cooked, and can also be used as ornamental plants. Contains vitamins, minerals and mucus, and has the effects of clearing away heat, detoxifying and diuresis."
16224,11900,名詞,褲子最上端，位於腰部，用來繫腰帶的部位。,"The uppermost part of the pants, located at the waist, is where the belt is tied."
16225,11901,形容詞,有血親關係的。,Blood related.
16226,11901,名詞,親戚。,relative.
16227,11901,形容詞,親近、親密。,"Closeness, intimacy."
16228,11901,副詞,親自。,personally.
16229,11901,名詞,婚事。,marriage.
16230,11901,名詞,父母。,parents.
16231,11902,動詞,詐欺、拐騙。,"Fraud, abduction."
16232,11903,助詞,感嘆詞。表示領悟的語氣詞。,interjection. A modal particle expressing understanding.
16233,11904,動詞,戲弄。,teasing.
16234,11905,名詞,常見家畜的一種。瞳孔大小會因為光線的強弱而改變，聽覺和視覺都很敏銳，行動敏捷，善捕鼠。,"A common type of domestic animal. The size of the pupil changes depending on the intensity of light. It has keen hearing and vision, is agile in action, and is good at catching mice."
16235,11905,名詞,用來指女人。,Used to refer to women.
16236,11905,形容詞,臉上有麻點。,There are pockmarks on the face.
16237,11906,動詞,剩餘。,Remaining.
16238,11906,動詞,存下錢來。,Save money.
16239,11907,動詞,誣指人家做壞事。,Falsely accusing people of doing bad things.
16240,11907,名詞,姓。,surname.
16241,11907,動詞,纏著。,pestering.
16242,11908,動詞,因暈眩、貧血、醉酒等因素而走路不穩。,"Unsteady walking due to dizziness, anemia, drunkenness and other factors."
16243,11909,名詞,人或動物的腳。,Human or animal feet.
16244,11909,名詞,人的手掌。,Human palm.
16245,11910,名詞,親人、至親。關係親近的親屬。,"Relatives, close relatives. Close relatives."
16246,11910,名詞,同宗、同姓。原本非親非故，因為同姓而攀親帶故的人。,"Same clan, same surname. People who are not relatives at first, but become relatives because of the same surname."
16247,11911,形容詞,和善懇切。,Kind and sincere.
16248,11912,名詞,親戚和朋友。,relatives and friends.
16249,11913,動詞,親自動手，經由自己的手。,"Do it yourself, through your own hands."
16250,11914,名詞,哨子。,whistle.
16251,11915,名詞,常見家畜的一種。瞳孔大小會因為光線的強弱而改變，聽覺和視覺都很敏銳，行動敏捷，善捕鼠。,"A common type of domestic animal. The size of the pupil changes depending on the intensity of light. It has keen hearing and vision, is agile in action, and is good at catching mice."
16252,11916,名詞,騙子、郎中。指用謊話或詭計去陷害別人的人。,"Liar, doctor. Refers to a person who uses lies or tricks to frame others."
16253,11917,形容詞,親自生育的。,Give birth personally.
16254,11918,動詞,親眼。親自看到。,With your own eyes. See it for yourself.
16255,11919,名詞,親自。,personally.
16256,11920,名詞,婚姻大事。,Marriage matters.
16257,11921,名詞,孟宗竹、毛竹。禾本植物。根莖細長，地下莖中空，有明顯的節，節上有一條環狀突起。葉子多為三葉一叢，表面綠色，背面稍帶白色。花穗多數密集為針披狀圓柱形，淡綠色。是優良的建築材料，也可用來製造器物。,"Mengzong bamboo, Moso bamboo. Grasses. The rhizome is slender and the underground stem is hollow with obvious nodes and a ring-shaped protrusion on the nodes. The leaves are mostly three-leaf clusters, green on the surface and slightly white on the back. Most of the flower spikes are densely cylindrical and light green. It is an excellent building material and can also be used to make utensils."
16258,11922,名詞,親家母。稱謂。稱呼姻親關係中對方的母親。,Mother-in-law. title. Calling the other person's mother in an in-law relationship.
16259,11923,名詞,稱謂。稱呼親家的母親。,title. Call your in-laws mother.
16260,11924,名詞,剩下的。,The rest.
16261,11925,動詞,親善接近。,Friendly approach.
16262,11926,名詞,貓。,cat.
16263,11927,名詞,麻臉。因天花病的症狀而導致臉上留下凹凸不平的疤痕。,Pockmarked face. Symptoms of smallpox that left uneven scars on the face.
16264,11928,名詞,親家翁。稱謂。姻親關係中對對方父親的稱呼。,In-laws. title. The name given to the other party's father in an in-law relationship.
16265,11929,名詞,稱謂。稱呼親家的父親。,title. Call your in-laws father.
16266,11930,熟語,為謀奪錢財而傷人性命。,Killing people for money.
16267,11931,名詞,至親。父母兄弟等親人。,"Close relatives. Parents, brothers and other relatives."
16268,11932,名詞,堂房。同宗但非嫡親的親戚。,The hall. Relatives of the same clan but not direct relatives.
16269,11933,動詞,親近。關係親近密切。,close. The relationship is close and close.
16270,11934,名詞,親戚。,relative.
16271,11934,名詞,親事、婚事。,"Marriage, marriage."
16272,11935,名詞,血親和姻親的總稱。,A general term for blood relatives and relatives by marriage.
16273,11936,名詞,親朋好友。泛指所有的親戚和朋友。,Friends and family. Refers to all relatives and friends.
16274,11937,名詞,親戚、族親。有血統關係的同宗族人。,"Relatives, clan relatives. People of the same clan who are related by blood."
16275,11938,動詞,親口。,Personally.
16276,11939,動詞,關係密切、情感深厚。,Close relationships and deep emotions.
16277,11940,副詞,好像、好比。,"Like, like."
16278,11941,形容詞,形容一個人的臉上皮膚斑點很多或坑坑洞洞的，像橘子皮一樣。,"Describes a person's face with many spots or pits on the skin, like orange peel."
16279,11942,名詞,用剩的金錢。,Use the remaining money.
16280,11942,名詞,積蓄下來的錢。,Money saved.
16281,11943,名詞,貓頭鷹、夜鴞。禽鳥類。眼睛大而圓，肉食性，晝伏夜出，捕捉鼠、麻雀等小動物。,"Owl, night owl. Birds. It has big and round eyes and is carnivorous. It stays up during the day and comes out at night to catch mice, sparrows and other small animals."
16282,11944,名詞,破曉時的天色。,The sky at dawn.
16283,11945,形容詞,曙光出現時的光亮。,The brightness of dawn.
16284,11946,動詞,倒在地上或床上翻滾。,Falling to the floor or rolling over in bed.
16285,11947,動詞,贏的相反。,The opposite of winning.
16286,11947,動詞,不如、比不上。,"Not as good as, not as good as."
16287,11947,動詞,運送、運輸。,"Delivery, transportation."
16288,11947,動詞,打賭。,bet.
16289,11948,動詞,處理。,deal with.
16290,11948,動詞,採買。,buy.
16291,11948,動詞,準備。,Prepare.
16292,11948,動詞,經營、創建。,Operate and create.
16293,11949,動詞,挑取、選擇。,"Pick, choose."
16294,11950,動詞,短暫停留、徘徊遊走。,"Stay briefly, wander around."
16295,11951,動詞,到處亂放。,Scattered everywhere.
16296,11952,動詞,結束睡眠狀態。,End sleep state.
16297,11952,動詞,從酒醉、麻醉或昏迷的狀態下恢復正常。,"Recover from drunkenness, anesthesia, or coma."
16298,11952,量詞,計算睡眠次數的單位。,A unit for counting sleep times.
16299,11953,動詞,用鋸子鋸物。,Use a saw to cut things.
16300,11953,名詞,用來斷開木頭的工具，邊緣有尖齒。,"A tool used for splitting wood, with sharp teeth on the edge."
16301,11954,名詞,精鍊的鐵。,Refined iron.
16302,11955,動詞,將文字、聲音或影像記載下來。,"Record text, sounds or images."
16303,11955,動詞,採取、採用。,"Take, adopt."
16304,11955,名詞,登記事物各項資訊的書籍、簿冊。,Books and books that record various information about things.
16305,11956,動詞,進口、入口。貨物、思想、科技等東西從外地或外國傳入本地或本國。,"Import, entrance. Goods, ideas, technology and other things are introduced into the local or domestic country from other places or foreign countries."
16306,11956,動詞,將資料、信號等訊息鍵入及貯存在電腦裡面。,"Type and store data, signals and other information into the computer."
16307,11957,動詞,處理公家的事務。,Handle public affairs.
16308,11958,動詞,扮家家酒。一種常見的兒戲。小孩間各自扮演家庭腳色，擬構各種情節進行遊戲，可單人玩，也可以多人玩。,play house. A common child's play. The children each play a family role and create various plots to play the game. It can be played alone or with multiple people.
16309,11959,名詞,參加各種比賽的代表者。,Participants in various competitions.
16310,11960,名詞,鋸子。用來切斷木材、石材或金屬等的工具。邊緣呈齒狀，用薄鋼刀製作而成。,"saw. A tool used to cut wood, stone or metal. The edges are toothed and made with a thin steel knife."
16311,11961,動詞,出口。貨物、思想、科技等東西從本地或本國傳到外地或外國。,"exit. Goods, ideas, technology and other things are transmitted from local or home country to other places or foreign countries."
16312,11961,動詞,將資料、信號等訊息從某內部傳送到外部。,"Transmit data, signals and other information from inside a certain place to the outside."
16313,11962,動詞,謹守、服從。,Be sober and obedient.
16314,11963,動詞,把健康人的血漿，移注到病人體內。一般多由靜脈緩緩輸入，但對於病勢危急的患者，可由動脈進行輸血急救。,"Transplant plasma from healthy people into patients. Generally, blood transfusion is performed slowly through veins, but for patients in critical condition, emergency blood transfusion can be performed through arteries."
16315,11964,名詞,遺書、遺囑。人在臨終前所遺留的言辭。,"Suicide note, testament. The words a person leaves behind before he dies."
16316,11965,動詞,遵從、從命。遵循命令。通常用在戲劇中，下屬對於上司發號命令的應答。,"Obey, obey. Follow orders. Usually used in dramas, when subordinates respond to orders given by their superiors."
16317,11966,名詞,處理事務或解決問題的方法、措施。,Methods and measures for handling affairs or solving problems.
16318,11967,名詞,輸局。會輸的成分、局面。,Losing game. Ingredients and situations that will lead to losing.
16319,11968,動詞,用機器設備將聲音收錄下來。,Use equipment to record the sound.
16320,11969,名詞,一種能將聲音的振動轉換成電磁信號，記錄於磁帶上，並將磁帶上的信號轉換成聲音播放的機器。,"A machine that converts sound vibrations into electromagnetic signals, records them on tape, and converts the signals on the tape into sound for playback."
16321,11970,動詞,覺醒明白。,Wake up and understand.
16322,11971,動詞,設宴、辦酒席。指外燴者到家裡掌廚，準備酒菜宴客。,Give banquets and banquets. It refers to a caterer who cooks at home and prepares food and drinks for guests.
16323,11972,名詞,死者所遺留下來的文字。,The writings left behind by the deceased.
16324,11973,動詞,處理。安排事務。,deal with. Arrange affairs.
16325,11974,名詞,人死後所遺留下來的一切財產。,All property left behind after death.
16326,11975,名詞,選舉時用來填寫或圈選被選舉人姓名的票張。,A ticket used to fill in or circle the name of the elector during an election.
16327,11976,動詞,採購。備辦物品、採購貨物。,purchase. Prepare items and purchase goods.
16328,11977,名詞,樂器名。鍵盤樂器。有直立式和平臺式，手指按動鍵盤時會牽動鍵盤下的木槌敲打鋼絲絃，是樂團中的重要樂器。,"Instrument name. keyboard instrument. There are upright and platform types. When your fingers press the keyboard, the mallet under the keyboard will hit the steel strings. It is an important instrument in the orchestra."
16329,11978,名詞,用墨水書寫的一種筆，金屬筆尖，筆內有墨水管及貯墨水。,"A pen for writing with ink, with a metal nib and an ink tube and ink storage inside the pen."
16330,11978,名詞,在鋼版的蠟紙上寫油印文件所用的筆。,A pen used to write mimeographed documents on stenciled wax paper.
16331,11979,名詞,鋸子上的尖齒。,The tines on the saw.
16332,11980,動詞,挑選、擇取。,Pick and choose.
16333,11981,名詞,缺憾、惋惜。,"Regret, regret."
16334,11982,動詞,用選票或舉手等表決方式，來選出代表或負責人。,Use voting methods such as ballot papers or a show of hands to elect representatives or responsible persons.
16335,11983,名詞,勝負、勝敗。,"Win or lose, win or lose."
16336,11983,動詞,打賭。,bet.
16337,11984,名詞,鋼和鐵的合稱，也泛指鋼鐵類的金屬。,The collective name of steel and iron also refers to steel-like metals.
16338,11985,名詞,銼刀。用鋼鐵製成，上面有細齒，可用來磨銅、鐵、竹、木等物品的工具。,"File. A tool made of steel with fine teeth that can be used to sharpen copper, iron, bamboo, wood and other items."
16339,11986,名詞,遺書、遺囑。人在臨終前所遺留的言辭。,"Suicide note, testament. The words a person leaves behind before he dies."
16340,11987,動詞,爭論、計較。,"Argue, argue."
16341,11987,擬聲詞,狀聲詞，敲打鑼鈸的聲音。,"Adjective, the sound of beating gongs and cymbals."
16342,11988,名詞,貨幣。,currency.
16343,11988,量詞,計算重量的單位。公制一錢等於百分之一公斤，台制一錢等於十分之一台兩。,"The unit used to calculate weight. One qian in the metric system is equal to one hundredth of a kilogram, and one qian in the Taiwanese system is equal to one-tenth of a kilogram."
16344,11988,名詞,姓氏。,Surname.
16345,11989,名詞,金屬類之一，質地軟且韌性大，富延展性。,"One of the metals, it is soft, tough and ductile."
16346,11990,名詞,用來計時的器具。,A device used to measure time.
16347,11990,名詞,用來測量單位數量的器具。,An instrument used to measure unit quantities.
16348,11991,動詞,割除雄性器官。,Cut off the male organs.
16349,11992,動詞,跟從。,follow.
16350,11992,副詞,即刻、馬上。,"Immediately, immediately."
16351,11992,形容詞,各個、逐個。,"Each one, one by one."
16352,11993,形容詞,不安全的。,Not safe.
16353,11993,副詞,差一點、幾乎。,"Almost, almost."
16354,11994,動詞,以工具鏤刻材料。,Use tools to carve materials.
16355,11994,動詞,拗、折物品使之彎曲。,Bending or folding objects to make them bend.
16356,11994,動詞,比喻為將人的個性調教成某種樣子。,It is a metaphor for training a person's personality into a certain way.
16357,11994,動詞,打扮。,dress up.
16358,11995,形容詞,不動、無聲。,Motionless and silent.
16359,11996,形容詞,不動、無聲。,Motionless and silent.
16360,11997,動詞,失手。不小心而造成的錯誤。,Missed. Mistakes caused by carelessness.
16361,11998,名詞,手錶、懷錶等小型、可攜帶的計時器總稱。,"A general term for small, portable timepieces such as watches and pocket watches."
16362,11999,動詞,任憑、任由。,"Let it go, let it go."
16363,12000,熟語,隨便你。,Whatever you want.
16364,12001,名詞,閻羅、閻羅王。地獄中的鬼王，在佛經中是地獄的審判者，掌管人間的生死、壽命，及獎善罰惡諸事。,"Yama, King of Yama. The ghost king in hell is the judge of hell in Buddhist scriptures. He is in charge of life, death, lifespan, and rewards good and punishes evil in the world."
